frequency_MHz,signal (cts/s),reference (cts/s),ratio,timestamp
1845.4000099182128,221835.13043478256,251419.82608695648,0.8823295039511255,2026-03-16 19:58:55
1845.6000102996825,208645.56521739127,250607.30434782605,0.8325597921431902,2026-03-16 19:58:55
1845.8000106811523,205540.17391304346,251647.99999999997,0.8167765049316644,2026-03-16 19:58:55
1846.000011062622,212418.78260869562,250529.39130434778,0.8478796898949286,2026-03-16 19:58:55
1846.2000114440916,225708.5217391304,253762.78260869562,0.8894469055660336,2026-03-16 19:58:55
1846.4000118255615,244402.0869565217,253456.69565217386,0.9642755198383945,2026-03-16 19:58:55
1846.600012207031,259828.86956521735,257079.652173913,1.0106940295276443,2026-03-16 19:58:55
1846.800012588501,269862.9565217391,258175.99999999997,1.045267401004505,2026-03-16 19:58:55
1847.0000129699706,273435.8260869565,258320.69565217386,1.0585130447896245,2026-03-16 19:58:55
1847.2000133514402,269339.8260869565,258877.2173913043,1.0404153320291507,2026-03-16 19:58:55
1847.40001373291,262221.9130434782,254792.34782608692,1.0291592949348012,2026-03-16 19:58:55
1847.6000141143797,259372.5217391304,256617.73913043475,1.0107349656264233,2026-03-16 19:58:55
1847.8000144958496,258426.43478260865,257051.82608695648,1.0053475935828877,2026-03-16 19:58:55
1848.0000148773192,264180.86956521735,256383.99999999997,1.0304109053810588,2026-03-16 19:58:55
1848.2000152587889,266612.86956521735,256806.95652173908,1.0381839852638424,2026-03-16 19:58:55
1848.4000156402587,270480.6956521739,258175.99999999997,1.047660106486172,2026-03-16 19:58:55
1848.6000160217284,274571.1304347826,258098.0869565217,1.063824740711991,2026-03-16 19:58:55
1848.8000164031982,270363.8260869565,257129.73913043475,1.0514685193602147,2026-03-16 19:58:55
1849.0000167846679,270536.3478260869,258031.30434782605,1.0484632804917502,2026-03-16 19:58:55
1849.2000171661375,268666.43478260865,256166.95652173908,1.048794264610037,2026-03-16 19:58:55
1849.4000175476074,267942.9565217391,256601.04347826084,1.0442005725687515,2026-03-16 19:58:55
1849.600017929077,269740.5217391304,258315.13043478256,1.0442304377800757,2026-03-16 19:58:55
1849.8000183105469,270964.86956521735,256996.17391304343,1.0543537105610776,2026-03-16 19:58:55
1850.0000186920165,272723.4782608695,257908.86956521735,1.0574412532637076,2026-03-16 19:58:55
1850.2000190734861,272194.7826086956,258938.43478260865,1.0511949793672628,2026-03-16 19:58:55
1850.400019454956,271999.99999999994,256645.56521739127,1.0598273917946048,2026-03-16 19:58:55
1850.6000198364256,272317.2173913043,258448.69565217386,1.0536606373815678,2026-03-16 19:58:55
1850.8000202178955,273908.86956521735,257441.39130434778,1.0639659309539766,2026-03-16 19:58:55
1851.0000205993651,270497.3913043478,259305.73913043475,1.0431600635274927,2026-03-16 19:58:55
1851.2000209808348,273424.6956521739,257369.04347826084,1.0623837737317823,2026-03-16 19:58:55
1851.4000213623046,272417.3913043478,259327.99999999997,1.0504742692819433,2026-03-16 19:58:55
1851.6000217437743,272289.3913043478,260223.99999999997,1.0463654055903675,2026-03-16 19:58:55
1851.8000221252441,273307.8260869565,257519.30434782605,1.0613100512177729,2026-03-16 19:58:55
1852.0000225067138,273630.6086956521,257964.5217391304,1.0607296183634283,2026-03-16 19:58:55
1852.2000228881834,273174.2608695652,258838.2608695652,1.0553859385078477,2026-03-16 19:58:55
1852.4000232696533,273174.2608695652,257513.73913043475,1.060814315352697,2026-03-16 19:58:55
1852.600023651123,272745.73913043475,256244.86956521735,1.0643949265919557,2026-03-16 19:58:55
1852.8000240325928,273341.2173913043,258031.30434782605,1.0593335490132643,2026-03-16 19:58:55
1853.0000244140624,274081.3913043478,257357.9130434782,1.0649814029928206,2026-03-16 19:58:55
1853.200024795532,274081.3913043478,257530.43478260865,1.0642679632631011,2026-03-16 19:58:55
1853.400025177002,271766.2608695652,258854.95652173908,1.049878528583407,2026-03-16 19:58:55
1853.6000255584715,272634.43478260865,256823.652173913,1.0615627979544076,2026-03-16 19:58:55
1853.8000259399414,271994.43478260865,257753.04347826084,1.055252078160423,2026-03-16 19:58:55
1854.000026321411,271677.2173913043,257786.43478260865,1.0538848470456166,2026-03-16 19:58:55
